id	sentence1	sentence2	is_duplicate
82525 076e1f48-0c7d-49c6-a581-ce6854efe7ad	What hotel in Chamba Hill-station would be safe for unmarried couples, without the harassment of police, hotel staff, and moral police?	What hotel in Darjeeling Hill-station would be safe for unmarried couples, without the harassment of police, hotel staff, and moral police?	0.0
53683 e8b3a4b4-52ff-4071-b2a9-f2e34f1622ad	Anyone used referhire.com?	Is anyone using NextBee.com?	0.0
249599 de2547ce-9a56-4a51-baa9-d7b48edd4a2b	Why are there people who are dicks?	Why are people so awful?	1.0
277713 77928458-7ff2-4830-bd01-2316b7d75c5b	Is white discharge during late period (15 days) common or is it a sign of pregnancy?	How do I avoid pregnancy? Suppose I had sex after 10 days of my first period date and my period occurs mostly 1 days late than the period date.	0.0
49795 45c7c7e8-b543-469a-bb27-43eedc553d09	Why has Kakaku been so successful in Japan? Are there any major threats (i.e. relationship with Amazon)?	What is the major USP of Amazon?	0.0
387334 dbf43a01-c03d-47b0-911e-83fbda5e295d	How do I shake off these cruel feelings of want, so that I can maintain a healthy friendship before he inevitably loses interest and ditches me?	How do I know if i really like my friend? I feel so good when I'm with him but I don't want to mess up our friendship.	0.0
194343 e5e68aae-b96f-468b-b5e7-86f74cb6a6db	Why doesn't every page of a website have an IP address?	How do I stand apart from other IT service providers?	0.0
82110 0f64e473-cbd3-49d7-8e99-46835dc8d5ff	What are the best colleges under IP university for a BCA course?	What is the best college/university for a BCA in South India?	0.0
276094 e6187ed6-acd5-49ba-a8cb-6c4a84d2178e	When can humans colonize mars?	How soon can humans move to and live on Mars?	1.0
59052 6b8452ab-5d40-45de-beb9-8a410c751de2	How can I flip front camera photos horizontally in the iPhone 6?	Why is the camera of my iPhone 6 in text messaging grayed out?	0.0
116109 06bbe780-fd4b-48c1-a28e-3370a97e6aff	"Is there a way to beat the ""drug-sniffing-dog"" at border control? Can you carry bacon pieces with your heroin/cocaine package so the dog is thrown off?"	How often are drug sniffing dogs 'finding the drugs' as opposed to the handler triggering the dog to signal a find?	0.0
280231 971524d3-0175-4b8c-9533-382e50daa718	How do I impress my kids?	What should I do to impress you?	0.0
53244 383a6136-3b78-48f8-b257-81ec98f72c7e	How do people earn money through YouTube in India?	How can I earn money through YouTube?	1.0
137866 fb67133c-331f-499e-964d-2bc169b1b892	What is the best joke you have ever heard?	Tell a joke that the funniest you have heard?	1.0
267756 f59d24a3-4237-4767-828b-2786665ec725	What will be the 51st State in the USA?	What is the 51st state of USA?	1.0
54781 5c28bf39-819f-4a9d-8936-9e3108c954c4	How do I hack Facebook password in 2016?	How do people hack a Facebook password?	1.0
135729 6435277b-1196-4525-bbe9-1009388e6a24	How Sunil gavaskar is better than Tendulkar?	Who was a better batsman, Sachin Tendulkar or Sunil Gavaskar?	1.0
336930 06deb98b-b3a6-4e42-b7a4-f31d38c79d18	What is structural design?	What structure is your design organization?	0.0
207629 83f1abbb-c89c-4fd6-9216-dab298c98d7c	What species of dinosaurs survived the extinction event from 65 million years ago? Is there a fossil record of dinosaurs/birds from more recent times such as the ice age?	What are some of the species that survived the dinosaur extinction event? How did they survive?	0.0
327220 684286c9-da7d-40cb-be57-882054f3e6d0	Which is advantage of speaking?	Historically speaking, which political party is better for the United States of America?	0.0
254738 9294c9fb-4385-467d-b794-7ec63974c551	What are the overall best web hosting services?	What is the best web hosting service?	1.0
272148 b88b105c-703e-4393-9b23-495e87cfbec0	How do I mirror my PC screen to a Samsung Smart TV wirelessly?	How can I do screen mirroring from a laptop to a TV?	0.0
379627 9f13abed-0dce-4bca-b501-90c110883498	Which are the famous thing in Ranchi we must see?	Are FIITJEE materials are enough for JEE to get the rank under 100?	0.0
367298 14d6f7b5-ceb5-4e0b-8435-f9842ded9ab4	How can I be rational?	How does one become a rational thinker?	0.0
327292 63b0d331-1056-44b1-9165-2ea26ddda846	How will Donald Trump getting elected as the President of the United States affect the relations of the USA and India?	How is US president Donald Trump important for India?	1.0
175817 fb33e31f-ef3a-4291-b7e0-c140fc6a91dd	Does the ISS have a good WiFi connection?	What is the speed of the Internet wifi that astronauts can use to connect with their personal gadgets on the ISS?	0.0
383699 a8d7e1e7-e891-417f-9771-e75ff5b40e98	Does anyone believe that there is life on other planets?	What are some signs of life on other planets?	1.0
45291 6bc93d99-4467-4c41-90a3-c37e30648803	What can I do if I can't find an internships before graduate for a computer science student?	Where can I find internships for computer science students?	0.0
227637 342b6c0f-2e2d-455d-9969-70d33a50a3f4	How do I start a conversation with a girl I like?	How do I start a conversation with a girl I don't know?	0.0
278018 bb8782d8-31c8-42dd-bdde-e3283af78351	What was your favorite book of 2013?	What are some of your favorite books?	0.0
274700 4995f911-c5cc-42c8-94bf-e2dc7fc25d83	Why do we have reservation in India? And why don't we understand it?	Do sc/st/obc really need reservation in India?	1.0
133463 85f966c2-4ecd-4430-a120-160a45a94793	Which drug is causing the most problems in your local area?	How do I reduce the amount of junk mail at an address in the US?	0.0
273121 41c6f4c6-defc-4dfa-b4ea-197008d90b12	If you could change one thing about yourself, what would it be and why?	If you could change one thing about yourself what would it be?	1.0
133599 692c5c51-fc24-40ee-af83-3b1977ca89d3	"When you have had free time to rehash your life's events does it make you swoon with regret and envy and wasn't your fault so you've ""Been Told!""?"	Is it necessary to turn off a microwave oven when not using it?	0.0
332134 15f14401-5b51-4761-acdc-e043d601feb2	What is the purpose of prayer in Vedanta? And why do people after enlightenment still practice praying?	What are the salient differences in Advaita Vedanta and early Buddhism in theory and practice?	0.0
24688 bd7f7a6e-2d76-4193-aac9-c95a6b1be49a	Trigonometry (mathematics): How does the tan inverse of -8/6 = -53.13°?	Trigonometry: Can you prove the hypotenuse divided by the short leg is equal to the Tan of the greater angle plus the Tan of 1/2 the lesser angle?	0.0
89001 c4dbc38a-c8aa-4b68-9317-7b9f6e6d1da8	Why does only royal Enfield has amper gage?	Why do only Royal Enfield motorcycles have an ampere gauge?	1.0
385659 2ed8eda2-c9e0-4e24-980a-97869409ac64	How does a Tesla car do machine learning?	What is so special about Tesla Motors?	0.0
187027 8c6070f7-6084-426c-b8d4-8fa3d6634d89	How do you make an avatar on the Chibi app?	Why is there no evidence for Jesus in the whole of the first century?	0.0
338084 943d2fd0-86fd-43f5-b588-c144802e8980	What is ordinary legislation? What is the difference between ordinary legislation & constitutional amendment?	What is meant by the term legislation?	0.0
78613 2faf4fde-1ff7-4ba3-ab7b-3e93d526d874	What is Navy SEALs salary?	What does a Navy SEAL actually do?	0.0
329090 0b4ece3e-7a66-4cfe-8aee-dcb5ad3e296c	Does the Caste System really exist in India?	Why does the caste system persist in India?	0.0
334468 6aeb4b4b-1fca-4866-952a-376438dc18cf	What are the best reference books for learning Java?	Which is best book for Java?	1.0
173205 7bdc04d0-559b-47ac-a71a-5e2dc554d8dc	Why doesn't India ban the import of Chinese goods as answer to its stance on NSG?	Why don't India ban Chinese products to boost it's economy?	1.0
272746 eb6d42ae-bb93-434e-8b2e-7d7d8129b623	How can I forget a bad memory?	How do you forget bad memories and move on?	0.0
243013 29b9f007-06c2-490b-9517-22aeac311240	What is the difference between skill and talent?	What is the difference between creativity and talent?	0.0
142784 3315e456-2a22-4b42-a6e5-8b4e2fd2944c	Why is India bothered about Brahmdagh Bugti and Baluchistan rather than addressing conflicts in Zaire or Sudan or Lybia?	Why is population control not on agenda of any political party in India?	0.0
337285 abbe03cf-24d7-443f-b218-21a7bbb2c590	Why are some names on the LinkedIn network a gray color?	What is the HEX color that LinkedIn uses for blue?	0.0
340041 1bb35ea2-0837-4f52-926a-a9c8c4068b9a	What is your review of Game of Thrones Season 3?	What is your review of Game of Thrones Season 5?	0.0
66077 90a3e39c-b3cd-468e-a342-cb8d15332d3d	If someone is shot in the head with a 50 Cal Desert Eagle from 10ft away can he Survive that?	Is there a way to survive a expanding round in the forehead with a Golden .50 Action Express Desert Eagle?	0.0
341754 5a1132f4-83fb-463a-9ae1-6d127d3d7fc8	Is Sunfire Offices closing?	What are the Sunfire Offices?	0.0
180265 24df24fe-b52b-4428-ac0e-802acfcef39f	What are the secrets of happy life?	What is the secret of happy life?	1.0
201396 e103c813-6bc9-43c8-86b2-791f176ff9dd	What are some examples of really cool static websites?	What is the best way to set up commenting on a static HTML website?	0.0
229856 e9bab30c-417f-44d8-b920-be3f34f9f5ec	How do I improve my pronunciation of English?	How do I improve my English language?	1.0
158416 f45d150f-b258-490f-80bb-6b5d537d7f68	What is the meaning of rampukar?	What is the meaning of meaning?	0.0
56536 efd51023-9405-4571-ba10-03bf92fe5715	Can I get the wifi password if it was entered for me on my device?	How can I get saved wifi password?	1.0
239227 002a0ca2-aa7a-4217-a591-b10d08d052d9	Which phone under $200 has the best camera?	Which is the best camera phone under 10000?	0.0
376135 e3eb94ec-41eb-4c07-8cc8-432182b8d0b9	I temporarily disabled my Instagram account, but I can't log into it anymore. Why can't I log into it?	Instagram (product): Why can't I log into my Instagram account?	0.0
148980 07878b85-c584-4e8b-9099-1f40d41e5fbf	Why Dubai police department have lot of super cars?	Why do the Dubai Police have super cars?	1.0
26549 3ea94b37-fd0b-43d0-b03f-38c3c0c07fa0	What are your views on Cyrus Mistry being removed as Chairperson of Tata Sons?	Why was cyrus mistry sacked?	1.0
381480 37e52205-78a6-4d99-8f54-61cb9bdb877c	What are the most exciting places to see in Greece as a tourist? Why?	What are the most exciting places to see in Nepal as a tourist? Why?	0.0
237081 e8e1d16d-3406-4e43-bbd2-9885b8be7fd0	What's one thing you don't have that many people take for granted?	What are some things most people take for granted?	1.0
204129 7af96bf5-27dd-4438-bd0a-b1107ea9ca0f	What are the best activities to do with children when visiting Bytom, Poland?	How can someone test high voltage in electrical insulators?	0.0
100676 43234995-fca9-4240-b214-7d58bb69dd3f	Why are house prices in Canada on average so much higher than in the United States?	How much red tape does it take before starting to build a house in the United States?	0.0
321368 bbaeb638-81ba-46f9-95e9-bb66ef73d067	How 2016 demonetization is different from that of 1970s?	What are some general rules of how latin developed into French?	0.0
126040 d4073a5c-c3e8-47ee-aa00-4d504f4735a1	What is the best place to live in Chennai for a North Indian couple?	Why do North Indians avoid living/working in Chennai?	0.0
326330 fa2864b5-4de2-4504-8d8f-0e02c6c1f3c4	Is GDP a good measure of economic growth? Why or why not?	What are some limitations of measuring GDP?	0.0
382858 f7b453f4-947e-4ae1-b07a-2775436eae67	What are the main reasons why students from Princeton don't graduate on time?	Why are Mayan mathematical achievements underplayed?	0.0
362726 f82af75a-e07d-4ebf-9962-ac66d45fe380	Does civil engineering have demand & job opportunities in Canada?	How will the job opportunities for civil engineering in Canada be in the near future?	1.0
250520 013c01eb-7cbe-4b11-91dc-4ad17ec7381f	What should I do to stop the abuse?	How can I stop abusing someone I'm in a relationship with?	0.0
93848 b0ca340f-c325-4ffe-9a43-cf6d05a203a8	Have you ever been fired for working too hard?	What online platforms can I post ads for beer money opportunity?	0.0
230185 c5492d81-ec5f-4549-a798-1c4cb4004918	What are all the possible formats of USPS tracking numbers?	Does the UPS tracking number include information on the route that the package will take?	0.0
282791 23d48cdf-f2f2-4e9e-a8c9-a70de48abe90	How can I get a game developer job in India?	How can I become a game developer in India?	1.0
79274 daf05eb9-5fdd-460a-a3a2-38180c73a5f7	How do you change a paradigm?	"What is a ""paradigm shift""?"	0.0
385940 1938382e-5f32-48b1-bac8-28a94935114a	How can I become an effective product manager?	What is a Product Manager?	0.0
398394 277619c6-fe89-45e6-a1d7-8a9d65c56bdf	Where can Visa gift cards be used?	Can you use a Visa gift card on Amazon?	0.0
332435 7a9b5a63-9e3d-4085-b9c2-8ca1a14488cb	What is the difference between rote learning vs meaningful learning?	How do I rote-learn?	0.0
135383 2a5cbf11-a923-40ce-8f3e-4e092990baec	Why are the keys in a keypad not arranged in alphabetical order?	Why are the keys in the keypad not arranged in alphabetical order?	1.0
282192 ffdf2b83-6fbd-4a04-8086-3ef61695efde	Would Donald Trump be soon assassinated?	When do you think Donald Trump will be assassinated?	0.0
109332 126e706e-2bb8-4d09-9008-b64a8603a0a2	Can love be better the second time around, especially if the partner been with other people twice with a year & you haven't had any communication?	What is better to use “Vuforia SDK for Unity3d” or “Vuforia SDK for Android Studio” for my final year project ?	0.0
391082 70c95dcf-4068-4651-a607-5e09eafb46f0	How do I participate or contribute in open source projects?	How can I contribute to open source development?	1.0
281348 068855a9-b788-4416-9ab4-97878b7c7f0f	Which is worse for you: cocaine or alcohol?	Why do you lose weight from taking drugs like cocaine?	0.0
10210 5650fb4c-2e4b-4fe4-9ec8-4cbb35bfccc6	What are the major stereotypes people have about Maldives and to what extent are they true?	What are some misunderstood aspects of the culture of Maldives?	0.0
58388 720a30b7-dfb4-41dd-9f2d-210928d795ac	What are the key differences between debt and equity?	I'm in a lot of debt and a few other problems that make life hard here. Can I just bug out to another country?	0.0
158704 5cced716-1f64-4012-8255-66fa46aba647	What is the best way to learn how to speak English fluently?	How can I speak English fluently within a short period of time?	0.0
73110 9131561f-7032-468d-9a5a-8c68cba42b7e	Who should I vote for in the 2016 US presidential election?	Which candidate in the 2016 U.S. presidential election do you support?	0.0
185956 5b08e6f9-2d05-49ae-8736-53f23cce9cef	Why do I have knee pain?	I have knee pain. What should I do?	0.0
23371 f92e8d13-592f-4534-91cc-46ea5f271ffe	What are good gifts for a foreign visitor to bring when they're invited to someone's home in Iraq for the first time?	What are good gifts for a foreign visitor to bring when they're invited to someone's home in Israel for the first time?	0.0
124628 a5a819d6-6b85-4527-93b1-2d02d6ea10fd	What is like to meet Alia Bhatt?	What is it like to meet Alia bhatt?	1.0
240541 d902fa74-77e5-4679-bb07-4f755de9f577	What are the responsibilities of a board of directors?	What are the main responsibilites of Board of directors?	1.0
265026 4bf2a34a-8ba2-4bea-82a7-1d87fd918f18	I got my wisdom teeth extracted I noticed white stuff growing inside my cheek and the extraction site? Is it infection or just scabs?	What can I do if my wisdom teeth are growing sideways?	0.0
282639 4def35c5-c130-4575-9de2-09226128f2ad	When will we cure cancer?	Is there a cure for cancer?	0.0
304539 7f039991-af64-433e-acf2-9e10a5abdde4	Do Muslims eat pork?	Why do Muslims and Jews not eat pork?	0.0
260696 eeab4d39-25e7-4478-a579-af2a544c6340	Was Donald Trump ever, as he claims, a “Blue collar worker?”	Is it bad for a guy too introduce is self too a girl?	0.0
319636 46ebfe12-bafb-4262-a838-612aae3826cb	What's the best plan to lose weight?	How can I efficiently lose weight?	1.0
230549 7b9122ad-006f-451b-9af6-e9d21ecce87a	What is the time to take cod liver capsules?	Does cod liver oil induce labor? If so, how does it induce it?	0.0
6204 2e8a9603-446c-4bf6-9e5e-09476c010064	Is it all right for a 25 year old man to date an 18 year old girl?	Is it wrong for me, a 45 year old man to like an 18 year old girl?	0.0
309745 79b093f2-c111-40fb-8815-40d0a21bdf06	What is the best handbook for mechanical engineering for competition exams?	What is the best handbook for mechanical engineering?	1.0
9687 86dca5dd-b1de-48df-b30c-adf420c91201	How much money can a new grad hire at Blackstone expect to make in the first year?	How much money does Warren Buffett's secretary make per year?	0.0
51178 1b4ef29b-dfea-4c8e-9f0e-e2b1de9fa761	How can foreigners acquire and/or improve their British accent?	How do I develop a british accent?	1.0
114741 025ed176-dbfb-43e0-872e-792391886445	If Aryan Invasion theory is debunked, why are we in india still studying it in our history books?	Why is Aryan Dravidian theory still promoted by NCERT text books?	1.0
280658 d20b2218-2963-4997-a95b-8734e621a2ef	What must a thesis statement do?	What exactly is a thesis statement?	0.0
124625 aa5ee61b-9a9b-4175-b46b-c615b4ef0f83	How will the market react on scrapping Rs 500 & Rs 1000 notes?	What will be the effect of India scrapping Rs. 500 & Rs. 1000 notes on Indian stock markets?	1.0
249031 c4706f94-5e5f-4ee7-ae5d-03a22a75b669	What is the causes behind the war in 1971 between Pakistan and Bangladesh?	What is the reason behind the war in 1971 between Pakistan and Bangladesh?	1.0
28037 a4026dff-609e-4ae3-b249-d0165f326ca1	We believe in freedom of speech, but we we made the Communist Party illegal, why?	Is Communism illegal in the US? If so, why? Why is the US dead set against it?	0.0
149592 4c9a5356-ed75-4512-b86f-8653057dd2f8	How could I improve my English pronunciation?	How can I improve English speaking skill?	1.0
251003 f56787aa-015b-4018-8acc-cb24fc4473d4	What's your favorite TV show and why?	Television Series: What is your favorite TV show and why?	1.0
212442 4792bdb8-7355-4925-9ad2-69ffdd0d107f	How does an average Chinese person feel about North Korea?	What impression does the average Chinese person have of North Korea?	1.0
377025 a3196378-1661-404b-b093-d7dd0fe167a4	Who invented bacteria transformation?	Can humans survive without bacteria?	0.0
76113 0f4d638d-f274-4382-9b72-f7365b158f97	What are some tips for socializing in grad student parties?	What is it like to date a grad student?	0.0
178514 d722f183-e674-4dea-a73f-b524209b4c8c	What not to do while investing in stocks?	How can I learn the basics of investment in the Indian share market?	0.0
256212 eb449417-990f-4d40-893a-9865517ae0f0	How can I get videos for my YouTube channel?	How can I get videos for my YouTube channel legally?	0.0
341621 f96107ef-8c16-4033-907a-6965b1da9a18	How do I learn hacking from beginner?	How can I learn hacking?	1.0
70264 46ee88e1-9c3e-44e3-851e-f32b0cdd7e1b	Will Krishna ever visit again?	Did Daniel Radcliff ever visit india?	0.0
216411 80fcd9fe-2e79-4c29-b0c2-889c7e48e287	Why do people obey laws?	Why don't people obey laws and orders?	0.0
19078 74d5b770-ea80-4f3c-805e-095cc85774ca	How can I stop call forwarding?	How does call forwarding work?	0.0
64278 84c5b179-dffa-4466-9c52-684eff9a1e4e	How can I display image in C?	How do you display 4D TIFF images in MATLAB?	0.0
188749 25e2fb4d-98bb-4ca0-bb1e-a8ae3efce74c	How do I find a percentage of two numbers?	How do you find a percentage of two numbers?	1.0
274079 1ebbb651-fce2-4b92-9857-9b118b11044c	In what ways did the United States justify the attacks on Hiroshima and Nagasaki?	Can anyone justify dropping atom bombs on cities or testing them even?	0.0
298538 f813f60b-276f-4840-bea7-f162194f261f	Is Jimmy Wales paid for answering on Quora?	Why does Jimmy Wales go around answering people in Quora?	1.0
13120 99c854d8-9860-4893-830d-0fffa71106fe	How do I prove that two vectors are parallel or not? Explain with an example.	How can I add two vector quantities?	0.0
220864 c0e1a4c1-7c7b-4b86-8cbc-caeb442e2919	What is your most awkward moment in Japan?	What is the most awkward moment in college?	0.0
374523 8b0283d6-3e67-4ab4-becd-af83631fe7b9	What do you think of the claim that white people having dreadlocks and/or stretched earlobes is inappropriate because it is a form of cultural appropriation?	What is cultural appropriation and why is it such a big problem?	0.0
362169 260e7d33-e11b-475b-a886-305af6f5942b	What was the reason behind making Abdul Kalam the president of India?	How badly will India miss Dr. A.P.J. Abdul Kalam?	0.0
152767 4a7913e9-a29e-4bcc-9b8f-4e2d2b32c281	Can you give me 5 examples of homogeneous mixtures and substance and 5 heterogeneous mixtures?	A mixture of 40 litres of milk and water contains 10% water. How much water should be added so that the water is 20% in the new mixture?	0.0
126312 11f0963c-d073-4189-9290-ef2853e80a05	Is the Antichrist here now?	Who or what is an antichrist?	0.0
168615 9f3e0b2d-50ae-471d-9d41-6382379c67b4	What is it that you want from your life?	What do you want in your life?	1.0
283772 6365b59b-c80e-4306-9dc0-ce46159932ab	What is the meaning of life in one word?	What is the meaning of life in only one word?	1.0
31599 07c58d8e-2e6b-41d2-966e-a451e1252fd2	Vacation rental question? Can I consider it a short-term?	What is life in Blagoevgrad (Bularia)? Is it friendly for foreigners?	0.0
24463 2405f129-5cff-435f-b890-b4ec73b85f86	Should the USA nuke China and Russia?	Who would win in a war between China and Russia?	0.0
229190 d98bc343-9663-476e-b915-a1165f8da91d	What are some reasons a person would hear voices in their head?	What causes a person to hear voices?	1.0
219861 42c40416-4c06-459f-88b6-f4da3e11d51e	What are the good materials for sweatshirts and hoodies when purchasing from eBay?	Where do I go to track an Ebay purchase?	0.0
138835 1335c61f-9390-492c-90c5-a4814d10f108	Which ministry does Ajay Chandrakar work in Chhattisgarh?	In which ministry does Ajay Chandrakar work?	1.0
251202 e9dc3b22-2238-4594-908e-f3c08b9a7f85	Which are the best coaching centers for CSAT in Delhi?	Which is the best CSAT coaching center in bangalore?	0.0
80667 7557a97a-8602-471c-a31d-a4ca0c824cb2	Is the US presidential election rigged? Does voting even matter anymore?	Are the US elections rigged?	1.0
385768 69e93374-3dd5-4c32-8ee5-cbe5530ea230	Which exam should I prefer for doing MS in Canada GRE or IELTS?	What exams should I prepare for pursuing MS in automobile engineering from abroad and which are the preferable countries?	0.0
252331 339d4d53-cc15-4c79-bf85-7af9315bec97	What is the Sahara, and how do the average temperatures there compare to the ones in the Taklamakan Desert?	What is the Sahara, and how do the average temperatures there compare to the ones in the Great Victoria Desert?	1.0
390481 413f0706-b1c3-4886-95f5-e20d3e573d68	What's the difference between a present participle and a gerund?	What is the difference between the future perfect and present perfect?	0.0
212276 7dc8a5d5-3a9b-48dd-8f88-338984b2d993	Do Census Bureau income figures count sources of unearned income, or do they just count earned income?	How does it feel to be broke at UChicago?	0.0
152068 5605446c-1f5a-4d8c-914c-a65b90d1c4e8	When did you lose your Virginity?	What is the definition of virginity and losing your virginity for both males and females?	0.0
331497 dd2ef696-4b83-4153-b57c-e9b281418556	What Pokémon is the most powerful fighting type Pokémon?	What Pokémon is the most powerful ghost type Pokémon?	0.0
232720 08cbcee8-8621-43c3-a4d5-27739818362c	Is the Indian currency has GPS nano chip?	Are the notes of Rs. 2000 really embedded with a GPS chip?	1.0
42859 f97c4690-6eb3-4b83-95e5-dff68b3e198d	How do you potty train White Pitbull puppies?	How do you potty train a 4 month old puppy?	1.0
283116 c9184ba8-cb64-4b50-8a9e-98ed089e7249	What were the major contributions of the political leaders during WW1, and how are the compared to the ones during the Franco-Prussian War?	What were the major contributions of the political leaders during WW1, and how are the compared to the ones during the Russo-Japanese War?	0.0
226690 55166993-12b9-411c-81c4-e78b1da685ec	Is frozen food as nutritious as fresh food?	Is fresh food more nutritious?	0.0
164850 94192f39-3e20-4600-a78b-402ecc891aba	How can one be a super model?	What are the qualities to become a super model?	0.0
61370 7ceb381a-9909-4b83-91bb-872fa966cc58	Where can I get a CafePress gift certificate or a gift code?	Where can I get a YOOX.com gift certificate or a gift code?	0.0
250877 4522458d-7d51-44fa-8209-ea3c29f79c37	How can I obtain a business loan with no collateral?	What is the best way to obtain an unsecured business loan?	0.0
83467 fe165304-d39e-4191-be43-07d7c454de49	What do you think of that Bob Dylan wins the 2016 Nobel Prize for Literature?	What do you think of Bob Dylan winning the Nobel Literature Prize?	1.0
348742 ff178059-6517-47d5-bb8b-01a60fc00ec2	"Why do the voices of many elderly people change, so that they ""sound"" old?"	What makes old people sound old?	1.0
355650 552fc990-d246-4af0-b59e-484f681e5c6b	Don’t you think it is not a good decision by the honorable Supreme Court to play the national anthem at cinema halls?	What do you think of Supreme Court's decision of playing National Anthem in all cinemas?	1.0
130579 ded22b03-ea2f-47dc-9e2f-343e3501cca6	How does the ban on 500 and 1000 rupee notes helps to identify black money and corruption?	Do you think scrapping of 500 and 1000 rupee denominations is going to eradicate corruption?	1.0
15855 98307687-0c5d-4562-826d-c2f00c9ded93	Why did RBI issue new 2000 rupees note instead of new 1000 rupees note?	Why did RBI choose to come out with a ₹2000 note instead of a newer ₹1000 note?	1.0
67692 0a00c017-286f-4074-90c4-9c72dc29463d	How can I become an expert in Linux?	What is the best procedure to become an expert in Linux Kernel coding and development? (timeframe/IDE/book on MacBook Pro)	0.0
321239 0b5b743e-352a-468a-81ee-54ef29e5d9eb	How do I know she is into me?	How would I know if she really likes me?	1.0
373082 955f5c6c-f216-47c2-9150-40aa67d6d27f	What are the best technological inventions and gadgets of 2016?	What are some of the best inventions in 2016?	1.0
359939 96b8b51c-d02b-4f4c-b3fc-886904ad890e	What is the minimum percentage required in graduation for IBPS-PO & SSC CGL?	Which is the best book of Maths for preparing competitive exams like IBPS PO & SSC CGL?	0.0
308138 5679ee82-d6ac-4a62-8d5c-b45a49a3204c	How do I make an Android app for face recognition?	Is there an API for face recognition in Android? If yes, where can I get it?	0.0
7295 906fba9c-6bf5-4bfd-a2ca-52c16fbc3ffe	What's harder at Stanford: CS 246 or 229?	What year do Stanford CS majors typically take CS 229?	0.0
5367 d1b52fc2-6c8b-444f-a0ad-8f2efe72635a	The decision of Indian Government to demonetize ₹500 and ₹1000 notes? Is Right or wrong?	What do you think of the decision by the Indian Government to replace 1000 notes with 2000 notes?	1.0
255283 4e3c0c2c-ead7-43a5-b027-71b39202763f	How does a gun work?	How does a gun's muzzle brake work?	0.0
78462 a2b7e75f-ff92-48ff-a5ea-de80996b9e33	Can I get pregnant a couple hours before I got my period?	Can you get pregnant 8 days before your period?	1.0
198419 9fb7803f-eaa1-4e9d-aa5b-aac39d33a91e	Which are the best web testing tool?	What are the best user testing tools?	0.0
329525 82659475-58ff-4c91-920b-ad30efaaf70e	Why we didn't get placements in placements in civil enginnering department?	Why isn't there any reservation during placements in IITs?	0.0
114011 df6e7314-2259-49c2-b937-68e170866ffc	How can I see if a friend follows me on Facebook?	How can I see all my mutual friends on Facebook?	0.0
367727 a0ee3419-72b3-4213-b548-208bda29e731	I broke my one plus 3 screen accidentally, please tell me how much it will cost?	I accidentally formatted my jail broke iPhone 5 and the power button is not working how can I repair it?	0.0
382645 4898a4d0-ff76-428d-9a50-1bcd8b0b5f18	How does a photon lose energy?	How does the earth orbit the sun without losing energy?	0.0
263696 d1eb3d74-edce-4820-9edb-ed44b069a51c	What are ways to make money online at home?	What are some of the best ways of earning money by working at home?	1.0
75832 63d7118f-4083-47e1-8a4b-9962a63aeef8	What are the similarities of classical and operant conditioning?	What is classical and operant conditioning? How do they differ?	0.0
152326 489cf55e-1758-4fdd-8175-1e7b5baa98b6	I'm 13 and want to lose weight, what should I do?	I'm 13: What is the best way to lose weight?	1.0
401957 746fea4f-cba6-4c3f-96d0-86e13b2e9ea9	How many languages need for computer programming and which is the best?	What are the best programming languages for beginners and why?	1.0
70686 e367ed5c-3563-4178-9855-fe034fc8d0ae	How can I backup my iPhone?	How do I take backup from iPhone?	1.0
323162 b59c6386-6f25-48e6-a176-cc998573ffbb	How can I motivate myself to?	Self-Improvement: How can I motivate myself to work hard?	0.0
81519 b46083a6-b27d-4144-990c-d3bd6d867421	I lost my password with my Gmail account. How do I reset it without the account recovery info?	How can I reset my Gmail password when I don't remember my recovery information?	1.0
261170 7dcbb5fd-349e-44dd-a466-9380a62772fe	Why do terrorists kill innocent people? What do they get from that? What's their agenda?	What do terrorists gain by killing innocent people?	1.0
307708 908cc95a-82af-424f-886d-4018a834882c	What are the procedures of getting into Campus Law Centre, Delhi University for a LLB degree?	I plan on getting an LLB from Stanford after my graduation. What is the procedure to get into it?	0.0
202211 e5b2b6cc-7e95-416f-a8f5-4ed39be9f8af	What helps to heal your broken heart?	How can I recover from a broken heart?	1.0
239167 c9c44896-d329-47f0-b901-79ee69fbefba	What are good programming language to start with before I advance?	What are some programming languages that I should learn?	0.0
322074 fcec7a57-82ff-42f4-aeff-b4847e1b6e94	How do I contact someone on Quora?	How do I personal message on Quora?	1.0
288936 dfa3e1fb-6588-4332-a0a3-6308b1f9e0df	How do you get a tax refund in the U.S.?	How do I get a tax refund?	0.0
56631 176e52ab-273c-4d54-84b4-79c4b5c01a42	What are thoughts of Donald Trump about Pakistan?	What does Donald Trump think about Pakistan?	1.0
180914 ac6a1b0b-497a-4b75-9ce3-7c7e1a641de2	Would it be possible to orbit a black hole inside the event horizon?	Is it theoretically possible to launch an object to orbit around the supermassive black hole, inside an event horizon, so it won't collapse too fast?	1.0
180645 0c40a7f9-a50b-4717-ac13-e4b40ba17d03	This time India sent Nation's largest delegation ever, so how many medals India will carry from Rio Olympic 2016?	How many Gold medels will India win in Rio olympics 2016?	1.0
6612 28949925-44e6-430d-b58a-ff465e6fe156	Where can you get a Scooby Doo dog coll?	Can you get a Scooby Doo collar for your dog?	1.0
